"Id","Name","Address","NationId","ProvinceId","CityId","WardId","StreetId","CodeId","CodeParentId","OrganizationLevelId","Tag","Status","Description","CreateDate","CreateUserId","UpdateDate","UpdateUserId","LanguageId","UnitCode"
1E26AF65F72F474A8FDCD0A8A9B7EDA0,"Phòng Kế hoạch - Tài chính","",,,,,,"000.04.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
D61A55C3643C4402BCE4425C0133782A,"Phòng Khoáng sản","",,,,,,"000.05.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
3AED26A4F172458694F7B1C815899AEA,"Phòng Nước - Khí tượng thủy văn và Biến đổi khí hậu","",,,,,,"000.06.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
FF10D311BCA640088900497201BEFA9B,"Thanh tra Sở","",,,,,,"000.07.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
4863868D021A42F4AC791EE5BD48FC39,"Văn phòng Sở","",,,,,,"000.08.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
0DE68F9FDEEB4FB28163984FDE1CFDD5,"Chi cục Bảo vệ môi trường","",,,,,,"000.09.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
BC7258FFE2CA40E9ACC852A990D354BC,"Lãnh đạo Chi cục","",,,,,,"001.09.14.H32","000.09.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
536C3E0247B142F9BB49FE999CC68274,"Phòng Kiểm soát ô nhiễm","",,,,,,"002.09.14.H32","000.09.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
C48C2FE8A58D43AEABF286D020F0C686,"Phòng Thẩm định và Đánh giá tác động môi trường","",,,,,,"003.09.14.H32","000.09.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
88F3DEE88A56457499001A2AB7A458BE,"Phòng Tổng hợp","",,,,,,"004.09.14.H32","000.09.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
BCB50E5814AF4EE08DB8FFE73CD485A3,"Chi cục Biển và Hải đảo","",,,,,,"000.10.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
CB9D7409F9F3406B91B4D02DCCD27EFC,"Lãnh đạo Chi cục","",,,,,,"001.10.14.H32","000.10.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
DB8816CEF3CD417E840DE521F35FA698,"Phòng Hành chính - Tổng hợp","",,,,,,"002.10.14.H32","000.10.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
B2AE77E3B3F6495FBE2C85C6CD1ED25B,"Phòng Nghiệp vụ","",,,,,,"003.10.14.H32","000.10.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
50292FFF41F94B948D1E02A1279688BF,"Chi cục Quản lý đất đai","",,,,,,"000.11.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
B47FFE71011843138A8D97CADF681CE3,"Lãnh đạo Chi cục","",,,,,,"001.11.14.H32","000.11.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
6F9CBF9A6D334784B1FDBC3DD941248F,"Phòng Nghiệp vụ quản lý đất đai","",,,,,,"002.11.14.H32","000.11.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
9F3B9FCFE16D431087229ADFC9912ADB,"Phòng Quy hoạch, Đo đạc và bản đồ","",,,,,,"003.11.14.H32","000.11.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
12E20EEC901C44DAADDF4DCE7DCD239B,"Phòng Tổng hợp","",,,,,,"004.11.14.H32","000.11.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
1D7610E8E79C4A4CB20D582DEF0A6C4B,"Văn phòng Đăng ký đất đai","",,,,,,"000.12.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"văn phòng đăng ký đất đai khánh hòa",31/10/19,"",,"","",""
0FDD58E26B6C4B17A1D43DD031EADF63,"Lãnh đạo Văn phòng","",,,,,,"001.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
85F4D48BFC61468B8511549CA52E4B87,"Phòng Dịch vụ địa chính","",,,,,,"002.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
50C8F059DCBF4D8CAD4AF41DF71F06D5,"Phòng Đăng ký chỉnh lý biến động đất đai","",,,,,,"003.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
F2F696B98CE04BD98FCEA654D72B1B51,"Phòng Kỹ thuật","",,,,,,"004.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
5430DE0D3424487D9B4A52C90D222F81,"Phòng Thông tin - Lưu trữ và cơ sở dữ liệu đất đai","",,,,,,"005.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
820086F974C04D78A394E7A131A9FFE8,"Phòng Hành chính - Tổng hợp","",,,,,,"006.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
B3CEB2A64470444E8F43C820DEE15941,"Chi nhánh Văn phòng Đăng ký đất đai huyện Cam Lâm","",,,,,,"007.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ huyện Cam Lâm",31/10/19,"",,"","",""
4DD4D9B8EE84483E8DE7FBC6FAFEDA11,"Chi nhánh Văn phòng Đăng ký đất đai thành phố Cam Ranh","",,,,,,"008.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"vpđk đđ tp. cam ranh",31/10/19,"",,"","",""
B2A3C95F83CB436BB8D3B041C5DBC101,"Chi nhánh Văn phòng Đăng ký đất đai huyện Diên Khánh","",,,,,,"009.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ huyện Diên Khánh",31/10/19,"",,"","",""
6A79A2E0CE9E4AE0BA9CC2DE705854C6,"Chi nhánh Văn phòng Đăng ký đất đai huyện Khánh Sơn","",,,,,,"010.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ huyện Khánh Sơn",31/10/19,"",,"","",""
C58FE0F240ED43E0AE96B7C0E9C82F58,"Chi nhánh Văn phòng Đăng ký đất đai huyện Khánh Vĩnh","",,,,,,"011.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ huyện Khánh Vĩnh",31/10/19,"",,"","",""
D951718F0187410987BC8B7C4B0E5A25,"Chi nhánh Văn phòng Đăng ký đất đai thị xã Ninh Hòa","",,,,,,"012.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ thị xã Ninh Hòa",31/10/19,"",,"","",""
E11F3435FFA04067AF4F4564171F40DE,"Chi nhánh Văn phòng Đăng ký đất đai thành phố Nha Trang","",,,,,,"013.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ TP. Nha Trang",31/10/19,"",,"","",""
27880E0B1C0C42D0BF2E44A44FB14007,"Chi nhánh Văn phòng Đăng ký đất đai huyện Vạn Ninh","",,,,,,"014.12.14.H32","000.12.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"VPĐK ĐĐ huyện Vạn Ninh",31/10/19,"",,"","",""
46FF793BF18D4FC8A20C718720C13A5B,"Trung tâm Công nghệ thông tin","",,,,,,"000.13.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
C0EC9FAB642E4062AAF09AB4676AE2AC,"Lãnh đạo Trung tâm","",,,,,,"001.13.14.H32","000.13.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
43AC05B19BD6476198F2150DA96D8FBA,"Phòng Hành chính tổng hợp","",,,,,,"002.13.14.H32","000.13.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
E377398D0C0C4FEAB86EE329E067D79D,"Phòng Dữ liệu - Lưu trữ","",,,,,,"003.13.14.H32","000.13.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
954B0DB367F34C179E40B11658328135,"Phòng Phát triển Công nghệ","",,,,,,"004.13.14.H32","000.13.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
5154EB76FA2F4295A00B59F645CAF181,"Trung tâm Phát triển quỹ đất","",,,,,,"000.14.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
0DDDBE159F98499D80A8A7108CCEFC03,"Lãnh đạo Trung tâm","",,,,,,"001.14.14.H32","000.14.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
7E58E9D92F44438C9E1ED04BC222C44D,"Phòng Tổ chức hành chính","",,,,,,"002.14.14.H32","000.14.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
FDCCC7A7F12042378BE99E9BF8D24483,"Phòng Kế hoạch nghiệp vụ","",,,,,,"003.14.14.H32","000.14.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
ED1D7DDBDE7A471C9B24DDAF7110FABA,"Phòng Phát triển Quỹ đất","",,,,,,"004.14.14.H32","000.14.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
895644EDA9C949EEBD782B0B608FFDEF,"Trung tâm Quan trắc tài nguyên và môi trường","",,,,,,"000.15.14.H32","000.00.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
4118E0713F4A4CBFA5F208070C70CDD6,"Lãnh đạo Trung tâm","",,,,,,"001.15.14.H32","000.15.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
B471A6A201124A5BA150C726317FCA2C,"Phòng Tổ chức hành chính","",,,,,,"002.15.14.H32","000.15.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
A6F08B932D744A728C412F653F5142B8,"Phòng Nghiệp vụ","",,,,,,"003.15.14.H32","000.15.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
407295B47B204761B3AC27F06D0351F5,"Phòng Quan trắc","",,,,,,"004.15.14.H32","000.15.14.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
163CDCF89060451DB7F076BF2FE9967A,"Sở Thông tin và Truyền thông","",,,,,,"000.00.15.H32","000.00.00.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
78DA8B78E6FC40B9AA6BBB093E249658,"Lãnh đạo Sở","",,,,,,"000.01.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
178BEBF4396349CD9B5B98E831652E79,"Phòng Bưu chính - Viễn thông","",,,,,,"000.02.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
8325EB6D86FE4BB8978CC349C35F38C5,"Phòng Công nghệ thông tin","",,,,,,"000.03.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
C6612E61C4FD40B8888AFDFD997D7ECC,"Phòng Kế hoạch - Tài chính","",,,,,,"000.04.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
8B7DF6BD596947D78B586F4A00080C7C,"Phòng Thông tin - Báo chí -Xuất bản","",,,,,,"000.05.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
38A023CAEA9A4D249BDF5804CE9A38B0,"Thanh tra Sở","",,,,,,"000.06.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
CBAA9DEA86AA4CF9957D5C4FBC22BA84,"Văn phòng Sở","",,,,,,"000.07.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
D7CA454386334D9885D91AAAF6E3756C,"Trung tâm Công nghệ thông tin và Dịch vụ hành chính công trực tuyến","",,,,,,"000.08.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"trung tâm cntt và dịch vụ hành chính công trực tuyến",31/10/19,"",,"","",""
ADC790E65A27440FA714747B6169725A,"Lãnh đạo Trung tâm","",,,,,,"001.08.15.H32","000.08.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
718A00A5A0DD42EFB4B608AF30B02966,"Phòng Dịch vụ hành chính công trực tuyến","",,,,,,"002.08.15.H32","000.08.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
8AF2E13D6C7747BE9C828C06F6448F82,"Phòng Hạ tầng kỹ thuật và An toàn thông tin","",,,,,,"003.08.15.H32","000.08.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
C71A317059BA418A892FF918E8A4267A,"Phòng Kế hoạch - Tổng hợp","",,,,,,"004.08.15.H32","000.08.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
99DFDD731AD446EC8A158405301F2312,"Phòng Ứng dụng và Cơ sở dữ liệu","",,,,,,"005.08.15.H32","000.08.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
D1AF69561FDE482F89DDAE75F48F0FEE,"Trung tâm Cổng thông tin điện tử","",,,,,,"000.09.15.H32","000.00.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
5BA136F9D8AB420797AD63E8E21FCF9D,"Lãnh đạo Trung tâm","",,,,,,"001.09.15.H32","000.09.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
FAC6D5B9D9D34F36860C4AD99FB3E553,"Phòng Biên tập - Nghiệp vụ","",,,,,,"002.09.15.H32","000.09.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
730E034FC80648A0AC7BC348AA77FFD4,"Phòng Hành chính - Tổng hợp","",,,,,,"003.09.15.H32","000.09.15.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
A1B33B68E7B541BDAA4F75815CAEAA27,"Sở Tư pháp","",,,,,,"000.00.16.H32","000.00.00.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
6169E02E24014CFD8D2E1A4E89E75E07,"Lãnh đạo Sở","",,,,,,"000.01.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
D0271FC74A4447CEB93F6C92605A23B2,"Phòng Bổ trợ tư pháp","",,,,,,"000.02.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
A7C600074EC946D59F1BCF7D14177814,"Phòng Hành chính tư pháp","",,,,,,"000.03.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
6F78E068153C4EBCA102B18C8478C5A0,"Phòng Phổ biến giáo dục pháp luật","",,,,,,"000.04.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
A3A9AC03EDC74E7E8E7E8DCA4E076C02,"Phòng Quản lý xử lý vi phạm hành chính và Theo dõi thi hành pháp luật","",,,,,,"000.05.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
B7C100BF03C54F3F9B68A286534E1447,"Phòng Xây dựng văn bản","",,,,,,"000.06.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
8DD7801942654381888392F3430263B6,"Thanh tra Sở","",,,,,,"000.07.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
76D890FD5AF94425B737AA9329D2AABF,"Văn phòng Sở","",,,,,,"000.08.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
C5C2B622E55149A0AE2969C6EE61310A,"Phòng Công chứng số 1","",,,,,,"000.09.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
12ADDEEE56E84347A2EB3BF0172DE9FF,"Trung tâm Dịch vụ đấu giá tài sản","",,,,,,"000.10.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
DDF380923F7E4386A1A282831300A3C7,"Trung tâm Trợ giúp pháp lý","",,,,,,"000.11.16.H32","000.00.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
22D93B9EB4F247FFA168BB080E57F3EB,"Lãnh đạo Trung tâm","",,,,,,"001.11.16.H32","000.11.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
67F662801FFE472BBFD6F526B5B9981D,"Văn phòng Trung tâm","",,,,,,"002.11.16.H32","000.11.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
D261E7E5A1EC4550A888A272EF389101,"Chi nhánh số 1","",,,,,,"003.11.16.H32","000.11.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
4B9DBC1DA7CB421F9FA7F7E2855A2BD4,"Chi nhánh số 2","",,,,,,"004.11.16.H32","000.11.16.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
08B1B3A3D2094DA3A025DD51F9FE28FD,"Sở Văn hóa và Thể thao","",,,,,,"000.00.17.H32","000.00.00.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
45073888C6114F379224A2441476D3E3,"Lãnh đạo Sở","",,,,,,"000.01.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
1172C786F3F243B5B0573D38411556D1,"Phòng Kế hoạch - Tài chính","",,,,,,"000.02.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
DEE4C20EF92A43B1BA08DA046E736BEA,"Phòng Quản lý di sản văn hoá","",,,,,,"000.03.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
1D55C9EB3F4E4FEEAEEE29DCC9ACDD9F,"Phòng Quản lý Thể dục thể thao","",,,,,,"000.04.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
938FBD15CCB64B97A70ACE4A73CDAAD5,"Phòng Quản lý văn hoá","",,,,,,"000.05.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
33CD0E959F3E41C0A2AF3831B0046A53,"Phòng Tổ chức - Pháp chế","",,,,,,"000.06.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
5FFDA47314404CAFA6D5BE85BCA2BFB6,"Phòng Xây dựng nếp sống văn hoá và Gia đình","",,,,,,"000.07.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
633563EF48924E5DB7380AD4EFDBF022,"Thanh tra Sở","",,,,,,"000.08.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
D79D23B14E9543D29DE994E52B98A1EF,"Văn phòng Sở","",,,,,,"000.09.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
4730187A172247B68C2BB6DF505E018E,"Bảo tàng tỉnh","",,,,,,"000.10.17.H32","000.00.17.H32",F7961E4B7F1C69409A411E692414BB08,"",1,"",31/10/19,"",,"","",""
